

lambda(m), Y
1.5e-06, -0.757177
1.44175e-06, -0.797116
1.38785e-06, -0.781441
1.33784e-06, -0.809295
1.2913e-06, -0.822662
1.2479e-06, -0.830951
1.20732e-06, -0.847565
1.16929e-06, -0.856964
1.13359e-06, -0.877291
1.1e-06, -0.886355
1.06835e-06, -0.898121
1.03846e-06, -0.870398
1.0102e-06, -0.826809
