

lambda(m), Y
1.5e-06, -0.688967
1.44175e-06, -0.732929
1.38785e-06, -0.744221
1.33784e-06, -0.749692
1.2913e-06, -0.811782
1.2479e-06, -0.766282
1.20732e-06, -0.812944
1.16929e-06, -0.772372
1.13359e-06, -0.81061
1.1e-06, -0.777968
1.06835e-06, -0.807894
1.03846e-06, -0.807681
1.0102e-06, -0.677872
