

lambda(m), Y
1.5e-06, -0.573831
1.44175e-06, -0.649327
1.38785e-06, -0.661303
1.33784e-06, -0.623861
1.2913e-06, -0.673375
1.2479e-06, -0.688074
1.20732e-06, -0.672686
1.16929e-06, -0.682395
1.13359e-06, -0.692723
1.1e-06, -0.75811
1.06835e-06, -0.671368
1.03846e-06, -0.728877
1.0102e-06, -0.682136
