

X, Y
1.44489e-06, 0.00660074
1.44332e-06, 0.0066183
1.44176e-06, 0.00662466
1.4402e-06, 0.00662489
1.43865e-06, 0.00662673
1.4371e-06, 0.00663725
1.43555e-06, 0.00665982
1.434e-06, 0.00669267
1.43246e-06, 0.0067296
1.43092e-06, 0.00676266
1.42939e-06, 0.00678557
1.42786e-06, 0.00679639
1.42633e-06, 0.00679844
1.4248e-06, 0.00679881
1.42328e-06, 0.00680535
1.42176e-06, 0.00682331
1.42025e-06, 0.00685305
1.41874e-06, 0.00688988
1.41723e-06, 0.00692607
1.41572e-06, 0.00695417
1.41422e-06, 0.0069702
1.41272e-06, 0.00697538
1.41122e-06, 0.00697565
1.40973e-06, 0.00697907
1.40824e-06, 0.0069924
1.40676e-06, 0.00701819
1.40527e-06, 0.00705363
1.40379e-06, 0.0070918
1.40231e-06, 0.00712459
1.40084e-06, 0.00714621
1.39937e-06, 0.00715569
1.3979e-06, 0.0071573
1.39644e-06, 0.00715874
1.39498e-06, 0.00716781
1.39352e-06, 0.00718911
1.39206e-06, 0.00722197
1.39061e-06, 0.00726082
1.38916e-06, 0.00729747
1.38771e-06, 0.00732473
1.38627e-06, 0.00733941
1.38483e-06, 0.00734379
1.38339e-06, 0.00734459
1.38196e-06, 0.00735014
1.38052e-06, 0.00736676
1.3791e-06, 0.00739606
1.37767e-06, 0.00743424
1.37625e-06, 0.00747367
1.37483e-06, 0.00750622
1.37341e-06, 0.0075267
1.372e-06, 0.00753514
1.37059e-06, 0.00753679
1.36918e-06, 0.00753985
1.36777e-06, 0.00755199
1.36637e-06, 0.00757701
1.36497e-06, 0.00761323
1.36357e-06, 0.00765416
1.36218e-06, 0.00769131
1.36079e-06, 0.00771781
1.3594e-06, 0.00773139
1.35802e-06, 0.00773538
1.35663e-06, 0.00773726
1.35525e-06, 0.00774549
1.35388e-06, 0.00776586
1.3525e-06, 0.00779898
1.35113e-06, 0.00784002
1.34976e-06, 0.00788077
1.3484e-06, 0.00791312
1.34704e-06, 0.00793263
1.34567e-06, 0.00794038
1.34432e-06, 0.00794255
1.34296e-06, 0.0079478
1.34161e-06, 0.00796351
1.34026e-06, 0.00799264
1.33891e-06, 0.0080324
1.33757e-06, 0.00807549
1.33623e-06, 0.00811315
1.33489e-06, 0.00813899
1.33356e-06, 0.00815174
1.33222e-06, 0.00815576
1.33089e-06, 0.00815925
1.32956e-06, 0.00817071
1.32824e-06, 0.00819526
1.32692e-06, 0.00823246
1.3256e-06, 0.00827647
1.32428e-06, 0.00831853
1.32296e-06, 0.00835074
1.32165e-06, 0.00836944
1.32034e-06, 0.00837683
1.31904e-06, 0.00838002
1.31773e-06, 0.00838799
1.31643e-06, 0.00840776
1.31513e-06, 0.00844132
1.31384e-06, 0.00848479
1.31254e-06, 0.00853004
1.31125e-06, 0.00856821
1.30996e-06, 0.00859349
1.30867e-06, 0.00860563
1.30739e-06, 0.0086101
1.30611e-06, 0.00861572
1.30483e-06, 0.0086309
1.30355e-06, 0.00866002
1.30228e-06, 0.00870152
1.30101e-06, 0.00874854
1.29974e-06, 0.00879189
1.29847e-06, 0.00882395
1.29721e-06, 0.00884199
1.29595e-06, 0.00884934
1.29469e-06, 0.008854
1.29343e-06, 0.00886521
1.29218e-06, 0.00888946
1.29093e-06, 0.00892771
1.28968e-06, 0.00897496
1.28843e-06, 0.00902235
1.28719e-06, 0.00906097
1.28594e-06, 0.00908572
1.2847e-06, 0.00909748
1.28347e-06, 0.00910277
1.28223e-06, 0.00911099
1.281e-06, 0.00913035
1.27977e-06, 0.00916435
1.27854e-06, 0.00921027
1.27732e-06, 0.00926028
1.27609e-06, 0.00930482
1.27487e-06, 0.0093367
1.27365e-06, 0.00935418
1.27244e-06, 0.00936178
1.27122e-06, 0.00936833
1.27001e-06, 0.0093832
1.2688e-06, 0.00941229
1.2676e-06, 0.00945542
1.26639e-06, 0.00950645
1.26519e-06, 0.00955586
1.26399e-06, 0.00959483
1.26279e-06, 0.00961905
1.2616e-06, 0.0096306
1.2604e-06, 0.00963705
1.25921e-06, 0.00964828
1.25802e-06, 0.00967219
1.25684e-06, 0.0097113
1.25565e-06, 0.00976169
1.25447e-06, 0.00981458
1.25329e-06, 0.00986015
1.25211e-06, 0.00989174
1.25094e-06, 0.00990872
1.24977e-06, 0.0099168
1.24859e-06, 0.0099256
1.24743e-06, 0.00994452
1.24626e-06, 0.00997871
1.24509e-06, 0.0100268
1.24393e-06, 0.0100816
1.24277e-06, 0.0101328
1.24161e-06, 0.0101719
1.24046e-06, 0.0101956
1.23931e-06, 0.010207
1.23815e-06, 0.0102149
1.237e-06, 0.0102295
1.23586e-06, 0.0102583
1.23471e-06, 0.0103027
1.23357e-06, 0.0103575
1.23243e-06, 0.0104131
1.23129e-06, 0.0104594
1.23015e-06, 0.0104906
1.22902e-06, 0.0105071
1.22789e-06, 0.0105159
1.22676e-06, 0.0105272
1.22563e-06, 0.0105505
1.2245e-06, 0.01059
1.22338e-06, 0.0106431
1.22226e-06, 0.0107014
1.22114e-06, 0.0107542
1.22002e-06, 0.0107933
1.2189e-06, 0.0108163
1.21779e-06, 0.0108277
1.21668e-06, 0.0108374
1.21557e-06, 0.0108556
1.21446e-06, 0.0108895
1.21335e-06, 0.0109393
1.21225e-06, 0.0109984
1.21115e-06, 0.0110565
1.21005e-06, 0.0111034
1.20895e-06, 0.0111339
1.20785e-06, 0.0111499
1.20676e-06, 0.0111595
1.20567e-06, 0.0111738
1.20458e-06, 0.0112017
1.20349e-06, 0.0112467
1.20241e-06, 0.0113048
1.20132e-06, 0.0113665
1.20024e-06, 0.0114206
1.19916e-06, 0.0114593
1.19808e-06, 0.0114815
1.19701e-06, 0.0114931
1.19593e-06, 0.0115047
1.19486e-06, 0.011527
1.19379e-06, 0.0115662
1.19272e-06, 0.0116214
1.19165e-06, 0.0116848
1.19059e-06, 0.011745
1.18953e-06, 0.0117922
1.18847e-06, 0.0118219
1.18741e-06, 0.0118374
1.18635e-06, 0.0118481
1.18529e-06, 0.0118655
1.18424e-06, 0.0118985
1.18319e-06, 0.0119492
1.18214e-06, 0.0120122
1.18109e-06, 0.012077
1.18005e-06, 0.0121321
1.179e-06, 0.0121704
1.17796e-06, 0.0121917
1.17692e-06, 0.0122035
1.17588e-06, 0.0122174
1.17485e-06, 0.0122441
1.17381e-06, 0.0122889
1.17278e-06, 0.0123497
1.17175e-06, 0.0124171
1.17072e-06, 0.0124793
1.16969e-06, 0.0125264
1.16866e-06, 0.0125552
1.16764e-06, 0.0125703
1.16662e-06, 0.0125824
1.1656e-06, 0.0126034
1.16458e-06, 0.0126417
1.16356e-06, 0.0126982
1.16255e-06, 0.0127663
1.16153e-06, 0.012834
1.16052e-06, 0.0128899
1.15951e-06, 0.0129274
1.1585e-06, 0.0129479
1.1575e-06, 0.0129602
1.15649e-06, 0.0129768
1.15549e-06, 0.0130082
1.15449e-06, 0.0130591
1.15349e-06, 0.0131256
1.15249e-06, 0.0131971
1.1515e-06, 0.013261
1.1505e-06, 0.0133079
1.14951e-06, 0.0133357
1.14852e-06, 0.0133506
1.14753e-06, 0.0133644
1.14654e-06, 0.0133894
1.14556e-06, 0.0134336
1.14457e-06, 0.0134964
1.14359e-06, 0.0135695
1.14261e-06, 0.0136402
1.14163e-06, 0.0136967
1.14066e-06, 0.0137333
1.13968e-06, 0.0137531
1.13871e-06, 0.0137662
1.13773e-06, 0.013786
1.13676e-06, 0.0138229
1.1358e-06, 0.0138802
1.13483e-06, 0.0139527
1.13386e-06, 0.0140283
1.1329e-06, 0.0140939
1.13194e-06, 0.0141405
1.13098e-06, 0.0141674
1.13002e-06, 0.0141823
1.12906e-06, 0.0141984
1.1281e-06, 0.0142282
1.12715e-06, 0.0142788
1.1262e-06, 0.0143483
1.12525e-06, 0.0144268
1.1243e-06, 0.0145004
1.12335e-06, 0.0145574
1.1224e-06, 0.0145933
1.12146e-06, 0.0146126
1.12052e-06, 0.0146271
1.11957e-06, 0.0146508
1.11863e-06, 0.0146939
1.1177e-06, 0.0147584
1.11676e-06, 0.0148373
1.11582e-06, 0.0149172
1.11489e-06, 0.0149845
1.11396e-06, 0.0150309
1.11303e-06, 0.0150571
1.1121e-06, 0.0150726
1.11117e-06, 0.0150917
1.11025e-06, 0.0151271
1.10932e-06, 0.0151851
1.1084e-06, 0.0152619
1.10748e-06, 0.0153461
1.10656e-06, 0.0154229
1.10564e-06, 0.0154806
1.10473e-06, 0.015516
1.10381e-06, 0.0155353
1.1029e-06, 0.0155519
1.10198e-06, 0.0155804
1.10107e-06, 0.0156307
1.10017e-06, 0.0157033
1.09926e-06, 0.0157892
1.09835e-06, 0.0158739
1.09745e-06, 0.0159432
1.09654e-06, 0.0159896
1.09564e-06, 0.0160156
1.09474e-06, 0.0160323
1.09384e-06, 0.0160554
1.09295e-06, 0.0160976
1.09205e-06, 0.016164
1.09116e-06, 0.0162492
1.09026e-06, 0.0163398
1.08937e-06, 0.0164201
1.08848e-06, 0.0164788
1.0876e-06, 0.0165141
1.08671e-06, 0.016534
1.08582e-06, 0.0165537
1.08494e-06, 0.0165884
1.08406e-06, 0.0166472
1.08318e-06, 0.016729
1.0823e-06, 0.016823
1.08142e-06, 0.016913
1.08054e-06, 0.0169847
1.07967e-06, 0.0170316
1.07879e-06, 0.0170579
1.07792e-06, 0.0170769
1.07705e-06, 0.0171053
1.07618e-06, 0.0171558
1.07531e-06, 0.0172321
1.07444e-06, 0.0173267
1.07358e-06, 0.0174246
1.07271e-06, 0.0175091
1.07185e-06, 0.0175694
1.07099e-06, 0.0176051
1.07013e-06, 0.0176267
1.06927e-06, 0.0176507
1.06841e-06, 0.0176931
1.06756e-06, 0.0177621
1.0667e-06, 0.0178546
1.06585e-06, 0.0179578
1.065e-06, 0.0180541
1.06415e-06, 0.0181289
1.0633e-06, 0.018177
1.06245e-06, 0.0182046
1.0616e-06, 0.0182271
1.06076e-06, 0.0182623
1.05992e-06, 0.0183229
1.05907e-06, 0.0184109
1.05823e-06, 0.0185166
1.05739e-06, 0.0186229
1.05655e-06, 0.0187125
1.05572e-06, 0.0187751
1.05488e-06, 0.0188123
1.05405e-06, 0.0188367
1.05321e-06, 0.0188667
1.05238e-06, 0.0189187
1.05155e-06, 0.0189999
1.05072e-06, 0.0191052
1.04989e-06, 0.0192192
1.04907e-06, 0.0193229
1.04824e-06, 0.0194017
1.04742e-06, 0.0194518
1.0466e-06, 0.0194819
1.04578e-06, 0.0195096
1.04496e-06, 0.0195537
1.04414e-06, 0.0196267
1.04332e-06, 0.0197286
1.0425e-06, 0.0198473
1.04169e-06, 0.0199637
1.04087e-06, 0.0200596
1.04006e-06, 0.0201255
1.03925e-06, 0.0201653
1.03844e-06, 0.0201941
1.03763e-06, 0.0202322
1.03683e-06, 0.0202963
1.03602e-06, 0.0203922
1.03521e-06, 0.0205126
1.03441e-06, 0.0206394
1.03361e-06, 0.0207521
1.03281e-06, 0.0208362
1.03201e-06, 0.0208896
1.03121e-06, 0.0209237
1.03041e-06, 0.0209584
1.02962e-06, 0.021014
1.02882e-06, 0.0211022
1.02803e-06, 0.0212208
1.02724e-06, 0.0213551
1.02644e-06, 0.0214836
1.02565e-06, 0.0215873
1.02487e-06, 0.0216579
1.02408e-06, 0.0217018
1.02329e-06, 0.021737
1.02251e-06, 0.0217857
1.02172e-06, 0.0218649
1.02094e-06, 0.0219788
1.02016e-06, 0.0221173
1.01938e-06, 0.0222595
1.0186e-06, 0.0223832
1.01782e-06, 0.0224742
1.01704e-06, 0.0225326
1.01627e-06, 0.0225726
1.01549e-06, 0.022617
1.01472e-06, 0.0226873
1.01395e-06, 0.0227942
1.01318e-06, 0.0229332
1.01241e-06, 0.0230863
1.01164e-06, 0.0232295
1.01087e-06, 0.0233431
1.01011e-06, 0.0234203
1.00934e-06, 0.0234703
1.00858e-06, 0.0235144
1.00781e-06, 0.023577
1.00705e-06, 0.0236752
1.00629e-06, 0.0238114
1.00553e-06, 0.0239719
1.00478e-06, 0.0241329
1.00402e-06, 0.0242704
1.00326e-06, 0.0243706
1.00251e-06, 0.024436
1.00175e-06, 0.0244846
1.001e-06, 0.0245421
1.00025e-06, 0.0246312
9.995e-07, 0.0247615
9.98751e-07, 0.0249257
9.98003e-07, 0.0251019
9.97256e-07, 0.0252634
9.9651e-07, 0.0253898
9.95766e-07, 0.0254762
9.95022e-07, 0.025535
9.9428e-07, 0.0255915
9.93539e-07, 0.0256724
9.92799e-07, 0.0257948
9.9206e-07, 0.0259588
9.91322e-07, 0.0261468
9.90585e-07, 0.0263312
9.89849e-07, 0.0264863
9.89114e-07, 0.0265988
9.88381e-07, 0.0266744
9.87648e-07, 0.0267351
9.86917e-07, 0.0268103
9.86186e-07, 0.0269238
9.85457e-07, 0.0270841
9.84729e-07, 0.02728
9.84002e-07, 0.0274853
9.83276e-07, 0.0276701
9.82551e-07, 0.0278135
9.81827e-07, 0.0279127
9.81104e-07, 0.0279843
9.80383e-07, 0.0280581
9.79662e-07, 0.0281634
9.78942e-07, 0.0283174
9.78224e-07, 0.028517
9.77506e-07, 0.0287401
9.7679e-07, 0.0289548
9.76074e-07, 0.0291329
9.7536e-07, 0.0292624
9.74647e-07, 0.0293528
9.73934e-07, 0.0294309
9.73223e-07, 0.0295304
9.72513e-07, 0.0296767
9.71804e-07, 0.0298761
9.71095e-07, 0.0301131
9.70388e-07, 0.0303563
9.69682e-07, 0.030572
9.68977e-07, 0.0307386
9.68273e-07, 0.0308562
9.6757e-07, 0.0309467
9.66868e-07, 0.0310449
9.66167e-07, 0.0311838
9.65467e-07, 0.03138
9.64768e-07, 0.0316268
9.6407e-07, 0.0318962
9.63373e-07, 0.0321511
9.62678e-07, 0.032361
9.61983e-07, 0.032515
9.61289e-07, 0.0326273
9.60596e-07, 0.0327312
9.59904e-07, 0.0328652
9.59213e-07, 0.0330566
9.58523e-07, 0.0333092
9.57834e-07, 0.0336017
9.57146e-07, 0.0338964
9.56459e-07, 0.0341548
9.55773e-07, 0.0343548
9.55088e-07, 0.0345001
9.54404e-07, 0.0346192
9.53721e-07, 0.0347537
9.53039e-07, 0.0349405
9.52358e-07, 0.0351958
9.51678e-07, 0.035508
9.50999e-07, 0.0358418
9.50321e-07, 0.0361534
9.49644e-07, 0.0364091
9.48967e-07, 0.0366001
9.48292e-07, 0.0367466
9.47618e-07, 0.0368902
9.46945e-07, 0.0370757
9.46272e-07, 0.0373323
9.45601e-07, 0.0376608
9.4493e-07, 0.0380325
9.44261e-07, 0.0384011
9.43592e-07, 0.0387223
9.42925e-07, 0.0389732
9.42258e-07, 0.0391625
9.41592e-07, 0.0393275
9.40927e-07, 0.0395186
9.40263e-07, 0.0397778
9.396e-07, 0.0401207
9.38938e-07, 0.040529
9.38277e-07, 0.0409578
9.37617e-07, 0.0413544
9.36958e-07, 0.0416812
9.363e-07, 0.0419319
9.35642e-07, 0.0421354
9.34986e-07, 0.0423439
9.3433e-07, 0.042611
9.33676e-07, 0.0429687
9.33022e-07, 0.0434132
9.32369e-07, 0.0439057
9.31718e-07, 0.0443884
9.31067e-07, 0.044809
9.30417e-07, 0.0451438
9.29767e-07, 0.0454085
9.29119e-07, 0.0456524
9.28472e-07, 0.0459383
9.27825e-07, 0.0463155
9.2718e-07, 0.0467985
9.26535e-07, 0.0473597
9.25892e-07, 0.0479406
9.25249e-07, 0.0484761
9.24607e-07, 0.0489231
9.23966e-07, 0.049279
9.23326e-07, 0.049585
9.22686e-07, 0.049909
9.22048e-07, 0.0503171
9.2141e-07, 0.0508456
9.20774e-07, 0.0514841
9.20138e-07, 0.052179
9.19503e-07, 0.0528556
9.18869e-07, 0.0534503
9.18236e-07, 0.0539379
9.17604e-07, 0.0543445
9.16972e-07, 0.054738
9.16342e-07, 0.0551994
9.15712e-07, 0.0557895
9.15084e-07, 0.0565212
9.14456e-07, 0.0573532
9.13829e-07, 0.0582062
9.13202e-07, 0.0589963
9.12577e-07, 0.0596715
9.11953e-07, 0.0602355
9.11329e-07, 0.0607487
9.10706e-07, 0.0613037
9.10084e-07, 0.0619873
9.09463e-07, 0.0628424
9.08843e-07, 0.063849
9.08224e-07, 0.0649302
9.07605e-07, 0.0659844
9.06987e-07, 0.0669288
9.0637e-07, 0.0677364
9.05754e-07, 0.0684508
9.05139e-07, 0.0691703
9.04525e-07, 0.070008
9.03911e-07, 0.0710443
9.03299e-07, 0.0722911
9.02687e-07, 0.0736845
9.02076e-07, 0.0751102
9.01466e-07, 0.0764516
9.00856e-07, 0.0776417
9.00248e-07, 0.078695
8.9964e-07, 0.0797064
8.99033e-07, 0.0808144
8.98427e-07, 0.0821446
8.97822e-07, 0.0837554
8.97217e-07, 0.0856108
8.96614e-07, 0.087593
8.96011e-07, 0.0895507
8.95409e-07, 0.0913656
8.94808e-07, 0.0930071
8.94207e-07, 0.0945529
8.93608e-07, 0.0961636
8.93009e-07, 0.0980195
8.92411e-07, 0.100246
8.91814e-07, 0.10286
8.91217e-07, 0.105755
8.90622e-07, 0.10875
8.90027e-07, 0.11166
8.89433e-07, 0.114389
8.88839e-07, 0.116976
8.88247e-07, 0.119596
8.87655e-07, 0.122498
8.87065e-07, 0.125909
8.86475e-07, 0.12994
8.85885e-07, 0.134535
8.85297e-07, 0.139494
8.84709e-07, 0.144555
8.84122e-07, 0.149522
8.83536e-07, 0.15436
8.82951e-07, 0.159248
8.82366e-07, 0.164532
8.81782e-07, 0.170609
8.81199e-07, 0.177779
8.80617e-07, 0.186129
8.80035e-07, 0.195497
8.79454e-07, 0.20555
8.78874e-07, 0.215947
8.78295e-07, 0.22653
8.77717e-07, 0.237468
8.77139e-07, 0.249278
8.76562e-07, 0.262714
8.75986e-07, 0.278541
8.75411e-07, 0.297296
8.74836e-07, 0.319108
8.74262e-07, 0.343707
8.73689e-07, 0.370604
8.73116e-07, 0.39943
8.72545e-07, 0.430295
8.71974e-07, 0.46402
8.71404e-07, 0.502108
8.70834e-07, 0.546391
8.70266e-07, 0.598386
8.69698e-07, 0.658529
8.6913e-07, 0.725483
8.68564e-07, 0.795771
8.67998e-07, 0.863887
8.67433e-07, 0.922937
8.66869e-07, 0.965702
8.66306e-07, 0.98592
8.65743e-07, 0.979466
8.65181e-07, 0.945173
8.64619e-07, 0.885092
8.64059e-07, 0.804139
8.63499e-07, 0.709217
8.6294e-07, 0.608049
8.62381e-07, 0.507966
8.61824e-07, 0.414935
8.61267e-07, 0.332973
8.6071e-07, 0.26402
8.60155e-07, 0.208205
8.596e-07, 0.164363
8.59046e-07, 0.130633
8.58493e-07, 0.104976
8.5794e-07, 0.0855212
8.57388e-07, 0.0707264
8.56837e-07, 0.0593757
8.56286e-07, 0.0505016
8.55736e-07, 0.0432988
8.55187e-07, 0.0370816
8.54639e-07, 0.031298
8.54091e-07, 0.025582
8.53544e-07, 0.0198061
8.52998e-07, 0.014099
8.52452e-07, 0.00881028
8.51907e-07, 0.00442214
8.51363e-07, 0.00143342
8.50819e-07, 0.00024396
8.50276e-07, 0.00106868
8.49734e-07, 0.003897
8.49193e-07, 0.00849947
8.48652e-07, 0.0144716
8.48112e-07, 0.0212992
8.47573e-07, 0.0284294
8.47034e-07, 0.035338
8.46496e-07, 0.0415862
8.45959e-07, 0.0468641
8.45422e-07, 0.0510183
8.44886e-07, 0.0540595
8.44351e-07, 0.0561468
8.43816e-07, 0.0575464
8.43282e-07, 0.058571
8.42749e-07, 0.0595105
8.42216e-07, 0.0605708
8.41684e-07, 0.0618365
8.41153e-07, 0.0632693
8.40622e-07, 0.0647409
8.40092e-07, 0.0660903
8.39563e-07, 0.0671862
8.39035e-07, 0.0679736
8.38507e-07, 0.0684895
8.37979e-07, 0.0688448
8.37453e-07, 0.0691798
8.36927e-07, 0.0696116
8.36402e-07, 0.0701938
8.35877e-07, 0.0709023
8.35353e-07, 0.0716511
8.3483e-07, 0.072332
8.34307e-07, 0.0728584
8.33785e-07, 0.0732001
8.33264e-07, 0.0733918
8.32743e-07, 0.073517
8.32223e-07, 0.0736721
8.31704e-07, 0.0739276
8.31185e-07, 0.0743024
8.30667e-07, 0.074759
8.3015e-07, 0.0752225
