

lambda(m), Y
8.12932e-07, -0.177366
8.12436e-07, -0.17772
8.11942e-07, -0.178061
8.11447e-07, -0.178393
8.10953e-07, -0.178726
8.1046e-07, -0.179066
8.09968e-07, -0.179419
8.09476e-07, -0.179785
8.08984e-07, -0.180159
8.08493e-07, -0.180537
8.08003e-07, -0.180909
8.07514e-07, -0.181271
8.07025e-07, -0.181617
8.06536e-07, -0.18195
8.06048e-07, -0.182272
8.05561e-07, -0.182591
8.05075e-07, -0.182914
8.04588e-07, -0.183246
8.04103e-07, -0.183588
8.03618e-07, -0.183941
8.03134e-07, -0.1843
8.0265e-07, -0.184658
8.02167e-07, -0.185009
8.01684e-07, -0.185348
8.01202e-07, -0.185674
8.00721e-07, -0.185989
8.0024e-07, -0.186298
7.9976e-07, -0.186606
7.9928e-07, -0.18692
7.98801e-07, -0.187243
7.98323e-07, -0.187575
7.97845e-07, -0.187916
7.97367e-07, -0.188259
7.96891e-07, -0.188598
7.96414e-07, -0.18893
7.95939e-07, -0.189251
7.95464e-07, -0.18956
7.94989e-07, -0.189861
7.94515e-07, -0.190159
7.94042e-07, -0.190458
7.93569e-07, -0.190763
7.93097e-07, -0.191077
7.92625e-07, -0.1914
7.92154e-07, -0.191728
7.91683e-07, -0.192056
7.91213e-07, -0.192379
7.90744e-07, -0.192695
7.90275e-07, -0.193
7.89806e-07, -0.193295
7.89339e-07, -0.193584
7.88871e-07, -0.193872
7.88405e-07, -0.194163
7.87939e-07, -0.194461
7.87473e-07, -0.194767
7.87008e-07, -0.195079
7.86543e-07, -0.195395
7.86079e-07, -0.19571
7.85616e-07, -0.19602
7.85153e-07, -0.196321
7.84691e-07, -0.196613
7.84229e-07, -0.196896
7.83768e-07, -0.197176
7.83307e-07, -0.197455
7.82847e-07, -0.197738
7.82387e-07, -0.198029
7.81928e-07, -0.198327
7.8147e-07, -0.19863
7.81012e-07, -0.198936
7.80554e-07, -0.19924
7.80098e-07, -0.199537
7.79641e-07, -0.199826
7.79185e-07, -0.200106
7.7873e-07, -0.200379
7.78275e-07, -0.20065
7.77821e-07, -0.200921
7.77367e-07, -0.201198
7.76914e-07, -0.201482
7.76461e-07, -0.201773
7.76009e-07, -0.202069
7.75558e-07, -0.202366
7.75107e-07, -0.202659
7.74656e-07, -0.202946
7.74206e-07, -0.203224
7.73757e-07, -0.203493
7.73308e-07, -0.203757
7.72859e-07, -0.204019
7.72411e-07, -0.204284
7.71964e-07, -0.204555
7.71517e-07, -0.204834
7.7107e-07, -0.205119
7.70625e-07, -0.205408
7.70179e-07, -0.205697
7.69734e-07, -0.205981
7.6929e-07, -0.206258
7.68846e-07, -0.206525
7.68403e-07, -0.206784
7.6796e-07, -0.207039
7.67518e-07, -0.207294
7.67076e-07, -0.207553
7.66635e-07, -0.207819
7.66194e-07, -0.208094
7.65754e-07, -0.208374
7.65314e-07, -0.208658
7.64875e-07, -0.208939
7.64436e-07, -0.209214
7.63998e-07, -0.20948
7.6356e-07, -0.209737
7.63123e-07, -0.209986
7.62686e-07, -0.210233
7.6225e-07, -0.210481
7.61814e-07, -0.210735
7.61379e-07, -0.210998
7.60944e-07, -0.211269
7.6051e-07, -0.211545
7.60076e-07, -0.211823
7.59643e-07, -0.212096
7.5921e-07, -0.212361
7.58778e-07, -0.212616
7.58346e-07, -0.212862
7.57915e-07, -0.213102
7.57484e-07, -0.21334
7.57054e-07, -0.213583
7.56624e-07, -0.213833
7.56194e-07, -0.214093
7.55766e-07, -0.214361
7.55337e-07, -0.214633
7.54909e-07, -0.214903
7.54482e-07, -0.215167
7.54055e-07, -0.215421
7.53629e-07, -0.215664
7.53203e-07, -0.215899
7.52777e-07, -0.216129
7.52352e-07, -0.21636
7.51928e-07, -0.216598
7.51504e-07, -0.216846
7.5108e-07, -0.217104
7.50657e-07, -0.217368
7.50235e-07, -0.217634
7.49812e-07, -0.217897
7.49391e-07, -0.218149
7.4897e-07, -0.21839
7.48549e-07, -0.21862
7.48129e-07, -0.218843
7.47709e-07, -0.219064
7.4729e-07, -0.21929
7.46871e-07, -0.219524
7.46453e-07, -0.21977
7.46035e-07, -0.220025
7.45617e-07, -0.220285
7.452e-07, -0.220544
7.44784e-07, -0.220795
7.44368e-07, -0.221035
7.43952e-07, -0.221261
7.43537e-07, -0.221478
7.43123e-07, -0.221689
7.42709e-07, -0.221902
7.42295e-07, -0.222123
7.41882e-07, -0.222356
7.41469e-07, -0.2226
7.41057e-07, -0.222851
7.40645e-07, -0.223105
7.40233e-07, -0.223354
7.39822e-07, -0.223591
7.39412e-07, -0.223815
7.39002e-07, -0.224026
7.38592e-07, -0.224229
7.38183e-07, -0.224431
7.37774e-07, -0.224638
7.37366e-07, -0.224856
7.36959e-07, -0.225086
7.36551e-07, -0.225328
7.36144e-07, -0.225575
7.35738e-07, -0.22582
7.35332e-07, -0.226055
7.34926e-07, -0.226277
7.34521e-07, -0.226483
7.34117e-07, -0.226679
7.33713e-07, -0.226869
7.33309e-07, -0.227062
7.32906e-07, -0.227265
7.32503e-07, -0.227481
7.321e-07, -0.22771
7.31698e-07, -0.227948
7.31297e-07, -0.228187
7.30896e-07, -0.228419
7.30495e-07, -0.228638
7.30095e-07, -0.228841
7.29695e-07, -0.22903
7.29296e-07, -0.22921
7.28897e-07, -0.229389
7.28499e-07, -0.229576
7.28101e-07, -0.229776
7.27703e-07, -0.229991
7.27306e-07, -0.230217
7.26909e-07, -0.230448
7.26513e-07, -0.230676
7.26117e-07, -0.230892
7.25722e-07, -0.231091
7.25327e-07, -0.231274
7.24932e-07, -0.231444
7.24538e-07, -0.23161
7.24144e-07, -0.23178
7.23751e-07, -0.231962
7.23358e-07, -0.23216
7.22966e-07, -0.232372
7.22574e-07, -0.232592
7.22182e-07, -0.232812
7.21791e-07, -0.233024
7.214e-07, -0.233218
7.2101e-07, -0.233395
7.2062e-07, -0.233556
7.20231e-07, -0.233707
7.19842e-07, -0.23386
7.19453e-07, -0.234022
7.19065e-07, -0.234199
7.18677e-07, -0.234392
7.1829e-07, -0.234598
7.17903e-07, -0.234807
7.17516e-07, -0.235009
7.1713e-07, -0.235197
7.16744e-07, -0.235365
7.16359e-07, -0.235514
7.15974e-07, -0.23565
7.1559e-07, -0.235782
7.15206e-07, -0.23592
7.14822e-07, -0.236072
7.14439e-07, -0.236241
7.14056e-07, -0.236425
7.13674e-07, -0.236616
7.13292e-07, -0.236803
7.1291e-07, -0.236978
7.12529e-07, -0.237133
7.12148e-07, -0.237266
7.11768e-07, -0.237381
7.11388e-07, -0.237487
7.11008e-07, -0.237595
7.10629e-07, -0.237713
7.1025e-07, -0.237847
7.09872e-07, -0.237998
7.09494e-07, -0.238159
7.09117e-07, -0.238321
7.0874e-07, -0.238471
7.08363e-07, -0.238602
7.07987e-07, -0.238708
7.07611e-07, -0.238791
7.07235e-07, -0.238859
7.0686e-07, -0.238923
7.06485e-07, -0.238992
7.06111e-07, -0.239075
7.05737e-07, -0.239174
7.05363e-07, -0.239285
7.0499e-07, -0.239399
7.04618e-07, -0.239503
7.04245e-07, -0.239587
7.03873e-07, -0.239643
7.03502e-07, -0.239672
7.0313e-07, -0.239677
7.0276e-07, -0.239669
7.02389e-07, -0.23966
7.02019e-07, -0.239658
7.0165e-07, -0.239669
7.0128e-07, -0.23969
7.00912e-07, -0.239714
7.00543e-07, -0.239728
7.00175e-07, -0.23972
6.99807e-07, -0.239679
6.9944e-07, -0.239601
6.99073e-07, -0.23949
6.98707e-07, -0.239353
6.98341e-07, -0.239202
6.97975e-07, -0.239047
6.97609e-07, -0.238894
6.97245e-07, -0.238744
6.9688e-07, -0.23859
6.96516e-07, -0.238419
6.96152e-07, -0.238218
6.95788e-07, -0.237972
6.95425e-07, -0.237675
6.95063e-07, -0.237324
6.947e-07, -0.236925
6.94338e-07, -0.236487
6.93977e-07, -0.23602
6.93616e-07, -0.235531
6.93255e-07, -0.235021
6.92894e-07, -0.234483
6.92534e-07, -0.233904
6.92175e-07, -0.233267
6.91815e-07, -0.232554
6.91456e-07, -0.231752
6.91098e-07, -0.230853
6.90739e-07, -0.229854
6.90382e-07, -0.22876
6.90024e-07, -0.227576
6.89667e-07, -0.226306
6.8931e-07, -0.224946
6.88954e-07, -0.223486
6.88598e-07, -0.221907
6.88242e-07, -0.220185
6.87887e-07, -0.218293
6.87532e-07, -0.216205
6.87178e-07, -0.213899
6.86824e-07, -0.211359
6.8647e-07, -0.208574
6.86116e-07, -0.205533
6.85763e-07, -0.202226
6.85411e-07, -0.198634
6.85058e-07, -0.194734
6.84706e-07, -0.19049
6.84355e-07, -0.185862
6.84003e-07, -0.180808
6.83653e-07, -0.175285
6.83302e-07, -0.169258
6.82952e-07, -0.162699
6.82602e-07, -0.155593
6.82253e-07, -0.147935
6.81903e-07, -0.139733
6.81555e-07, -0.131004
6.81206e-07, -0.121784
6.80858e-07, -0.112125
6.80511e-07, -0.102107
6.80163e-07, -0.0918439
6.79816e-07, -0.0814877
6.7947e-07, -0.0712339
6.79123e-07, -0.0613171
6.78778e-07, -0.0520022
6.78432e-07, -0.0435679
6.78087e-07, -0.0362867
6.77742e-07, -0.0304018
6.77397e-07, -0.0261055
6.77053e-07, -0.0235219
6.7671e-07, -0.0226973
6.76366e-07, -0.0235981
6.76023e-07, -0.0261181
6.7568e-07, -0.0300921
6.75338e-07, -0.0353136
6.74996e-07, -0.0415546
6.74654e-07, -0.0485833
6.74313e-07, -0.0561781
6.73972e-07, -0.064138
6.73631e-07, -0.0722876
6.73291e-07, -0.0804788
6.72951e-07, -0.0885901
6.72611e-07, -0.0965248
6.72272e-07, -0.104209
6.71933e-07, -0.111591
6.71594e-07, -0.118635
6.71256e-07, -0.125326
6.70918e-07, -0.131662
6.7058e-07, -0.137651
6.70243e-07, -0.14331
6.69906e-07, -0.148654
6.6957e-07, -0.153702
6.69233e-07, -0.158464
6.68897e-07, -0.162951
6.68562e-07, -0.167168
6.68227e-07, -0.171121
6.67892e-07, -0.17482
6.67557e-07, -0.178278
6.67223e-07, -0.181517
6.66889e-07, -0.184559
6.66556e-07, -0.18743
6.66222e-07, -0.190154
6.65889e-07, -0.192747
6.65557e-07, -0.19522
6.65225e-07, -0.197575
6.64893e-07, -0.199809
6.64561e-07, -0.201916
6.6423e-07, -0.203895
6.63899e-07, -0.205748
6.63568e-07, -0.207484
6.63238e-07, -0.20912
6.62908e-07, -0.210675
6.62579e-07, -0.21217
6.62249e-07, -0.213619
6.61921e-07, -0.215028
6.61592e-07, -0.216397
6.61264e-07, -0.217717
6.60936e-07, -0.218976
6.60608e-07, -0.220163
6.60281e-07, -0.221273
6.59954e-07, -0.222308
6.59627e-07, -0.223281
6.59301e-07, -0.224207
6.58975e-07, -0.225105
6.58649e-07, -0.225992
6.58324e-07, -0.226875
6.57999e-07, -0.227753
6.57674e-07, -0.228618
6.5735e-07, -0.229454
6.57025e-07, -0.230247
6.56702e-07, -0.230985
6.56378e-07, -0.231666
6.56055e-07, -0.232297
6.55732e-07, -0.232892
6.5541e-07, -0.233471
6.55088e-07, -0.23405
6.54766e-07, -0.234642
6.54444e-07, -0.235249
6.54123e-07, -0.235861
6.53802e-07, -0.236465
6.53482e-07, -0.237043
6.53161e-07, -0.237579
6.52841e-07, -0.238066
6.52522e-07, -0.238507
6.52202e-07, -0.238914
6.51883e-07, -0.239305
6.51565e-07, -0.2397
6.51246e-07, -0.240114
6.50928e-07, -0.240552
6.5061e-07, -0.24101
6.50293e-07, -0.241473
6.49976e-07, -0.241923
6.49659e-07, -0.242341
6.49342e-07, -0.242716
6.49026e-07, -0.243046
6.4871e-07, -0.243338
6.48394e-07, -0.243612
6.48079e-07, -0.243887
6.47764e-07, -0.244182
6.47449e-07, -0.244506
6.47135e-07, -0.244859
6.46821e-07, -0.245229
6.46507e-07, -0.245597
6.46194e-07, -0.245943
6.4588e-07, -0.246249
6.45568e-07, -0.246511
6.45255e-07, -0.246732
6.44943e-07, -0.246929
6.44631e-07, -0.247121
6.44319e-07, -0.247331
6.44008e-07, -0.247571
6.43697e-07, -0.247846
6.43386e-07, -0.248148
6.43075e-07, -0.248459
6.42765e-07, -0.248756
6.42455e-07, -0.24902
6.42146e-07, -0.249241
6.41837e-07, -0.249417
6.41528e-07, -0.249561
6.41219e-07, -0.249695
6.40911e-07, -0.249839
6.40602e-07, -0.250014
6.40295e-07, -0.250227
6.39987e-07, -0.250474
6.3968e-07, -0.25074
6.39373e-07, -0.251003
6.39066e-07, -0.25124
6.3876e-07, -0.251434
6.38454e-07, -0.251583
6.38148e-07, -0.251692
6.37843e-07, -0.251782
6.37538e-07, -0.251876
6.37233e-07, -0.251996
6.36928e-07, -0.252155
6.36624e-07, -0.252355
6.3632e-07, -0.252583
6.36017e-07, -0.252818
6.35713e-07, -0.253035
6.3541e-07, -0.253215
6.35107e-07, -0.253346
6.34805e-07, -0.253433
6.34502e-07, -0.253491
6.34201e-07, -0.253544
6.33899e-07, -0.253617
6.33597e-07, -0.253728
6.33296e-07, -0.253884
6.32996e-07, -0.254076
6.32695e-07, -0.254286
6.32395e-07, -0.254487
6.32095e-07, -0.254657
6.31795e-07, -0.25478
6.31496e-07, -0.254853
6.31197e-07, -0.254888
6.30898e-07, -0.254908
6.30599e-07, -0.25494
6.30301e-07, -0.255006
6.30003e-07, -0.255118
6.29705e-07, -0.255275
6.29408e-07, -0.255459
6.29111e-07, -0.255646
6.28814e-07, -0.255808
6.28518e-07, -0.255927
6.28221e-07, -0.255992
6.27925e-07, -0.256012
6.2763e-07, -0.256006
6.27334e-07, -0.256002
6.27039e-07, -0.256025
6.26744e-07, -0.256094
6.26449e-07, -0.256213
6.26155e-07, -0.256369
6.25861e-07, -0.25654
6.25567e-07, -0.256695
6.25274e-07, -0.256812
6.2498e-07, -0.256874
6.24688e-07, -0.256884
6.24395e-07, -0.256858
6.24102e-07, -0.256822
6.2381e-07, -0.256806
6.23518e-07, -0.256831
6.23227e-07, -0.25691
6.22935e-07, -0.257035
6.22644e-07, -0.257185
6.22354e-07, -0.257333
6.22063e-07, -0.257448
6.21773e-07, -0.257511
6.21483e-07, -0.257516
6.21193e-07, -0.257475
6.20904e-07, -0.257412
6.20615e-07, -0.257358
6.20326e-07, -0.257341
6.20037e-07, -0.257377
6.19749e-07, -0.257466
6.19461e-07, -0.257592
6.19173e-07, -0.257727
6.18885e-07, -0.257841
6.18598e-07, -0.257906
6.18311e-07, -0.25791
6.18024e-07, -0.25786
6.17738e-07, -0.257775
6.17452e-07, -0.257686
6.17166e-07, -0.257626
6.1688e-07, -0.257616
6.16595e-07, -0.257665
6.1631e-07, -0.257762
6.16025e-07, -0.257881
6.1574e-07, -0.25799
6.15456e-07, -0.258057
6.15172e-07, -0.258064
6.14888e-07, -0.258009
6.14604e-07, -0.257906
6.14321e-07, -0.257787
6.14038e-07, -0.257685
6.13755e-07, -0.257629
6.13472e-07, -0.257634
6.1319e-07, -0.257696
6.12908e-07, -0.257793
6.12626e-07, -0.257893
6.12345e-07, -0.257962
6.12064e-07, -0.257973
6.11783e-07, -0.257917
6.11502e-07, -0.257803
6.11222e-07, -0.257658
6.10941e-07, -0.257517
6.10661e-07, -0.257414
6.10382e-07, -0.257371
6.10102e-07, -0.257392
6.09823e-07, -0.257462
6.09544e-07, -0.257549
6.09265e-07, -0.257617
6.08987e-07, -0.257633
6.08709e-07, -0.25758
6.08431e-07, -0.25746
6.08153e-07, -0.257294
6.07876e-07, -0.257118
6.07599e-07, -0.256968
6.07322e-07, -0.256874
6.07045e-07, -0.256849
6.06769e-07, -0.256885
6.06493e-07, -0.256953
6.06217e-07, -0.257016
6.05941e-07, -0.257037
6.05666e-07, -0.25699
6.05391e-07, -0.256869
6.05116e-07, -0.256688
6.04841e-07, -0.25648
6.04567e-07, -0.256285
6.04293e-07, -0.256138
6.04019e-07, -0.256062
6.03745e-07, -0.256056
6.03472e-07, -0.256098
6.03199e-07, -0.256152
6.02926e-07, -0.256177
6.02653e-07, -0.256138
6.02381e-07, -0.256021
6.02108e-07, -0.255832
6.01837e-07, -0.2556
6.01565e-07, -0.255363
6.01293e-07, -0.255165
6.01022e-07, -0.255034
6.00751e-07, -0.25498
6.00481e-07, -0.254989
6.0021e-07, -0.255027
5.9994e-07, -0.255051
5.9967e-07, -0.255021
5.994e-07, -0.254911
5.99131e-07, -0.25472
5.98862e-07, -0.254469
5.98593e-07, -0.254195
5.98324e-07, -0.253946
5.98055e-07, -0.253757
5.97787e-07, -0.253649
5.97519e-07, -0.253617
5.97251e-07, -0.253632
5.96984e-07, -0.25365
5.96716e-07, -0.253628
5.96449e-07, -0.253529
5.96183e-07, -0.253341
5.95916e-07, -0.253077
5.9565e-07, -0.252773
5.95383e-07, -0.252473
5.95118e-07, -0.252225
5.94852e-07, -0.252058
5.94587e-07, -0.251976
5.94321e-07, -0.251959
5.94056e-07, -0.251967
5.93792e-07, -0.251949
5.93527e-07, -0.251862
5.93263e-07, -0.251683
5.92999e-07, -0.251415
5.92735e-07, -0.251085
5.92472e-07, -0.25074
5.92209e-07, -0.25043
5.91946e-07, -0.250197
5.91683e-07, -0.250056
5.9142e-07, -0.249997
5.91158e-07, -0.249984
5.90896e-07, -0.249965
5.90634e-07, -0.24989
5.90372e-07, -0.249724
5.90111e-07, -0.249458
5.8985e-07, -0.24911
5.89589e-07, -0.248725
5.89328e-07, -0.248356
5.89067e-07, -0.248053
5.88807e-07, -0.247845
5.88547e-07, -0.247733
5.88287e-07, -0.247689
5.88028e-07, -0.247661
5.87768e-07, -0.247595
5.87509e-07, -0.247444
5.8725e-07, -0.247185
5.86992e-07, -0.246827
5.86733e-07, -0.246407
5.86475e-07, -0.245981
5.86217e-07, -0.245605
5.85959e-07, -0.245322
5.85702e-07, -0.245145
5.85444e-07, -0.245056
5.85187e-07, -0.245009
5.84931e-07, -0.244946
5.84674e-07, -0.244809
5.84417e-07, -0.244562
5.84161e-07, -0.244201
5.83905e-07, -0.243754
5.8365e-07, -0.243274
5.83394e-07, -0.242823
5.83139e-07, -0.242456
5.82884e-07, -0.242201
5.82629e-07, -0.242053
5.82374e-07, -0.241974
5.8212e-07, -0.241904
5.81866e-07, -0.241778
5.81612e-07, -0.241546
5.81358e-07, -0.241189
5.81105e-07, -0.240721
5.80851e-07, -0.240191
5.80598e-07, -0.239664
5.80345e-07, -0.239205
5.80093e-07, -0.238859
5.7984e-07, -0.238635
5.79588e-07, -0.238507
5.79336e-07, -0.238417
5.79085e-07, -0.238295
5.78833e-07, -0.238078
5.78582e-07, -0.237729
5.78331e-07, -0.237248
5.7808e-07, -0.236673
5.77829e-07, -0.23607
5.77579e-07, -0.235513
5.77329e-07, -0.235061
5.77079e-07, -0.234743
5.76829e-07, -0.234545
5.76579e-07, -0.234418
5.7633e-07, -0.234289
5.76081e-07, -0.234082
5.75832e-07, -0.233744
5.75583e-07, -0.233255
5.75335e-07, -0.232641
5.75086e-07, -0.231963
5.74838e-07, -0.231301
5.7459e-07, -0.230728
5.74343e-07, -0.230293
5.74095e-07, -0.230001
5.73848e-07, -0.229815
5.73601e-07, -0.229661
5.73354e-07, -0.229456
5.73108e-07, -0.229126
5.72861e-07, -0.228634
5.72615e-07, -0.227986
5.72369e-07, -0.227234
5.72124e-07, -0.226459
5.71878e-07, -0.225749
5.71633e-07, -0.225173
5.71388e-07, -0.224757
5.71143e-07, -0.22448
5.70898e-07, -0.224277
5.70654e-07, -0.224056
5.70409e-07, -0.223729
5.70165e-07, -0.223233
5.69922e-07, -0.222554
5.69678e-07, -0.221727
5.69435e-07, -0.220831
5.69191e-07, -0.219965
5.68948e-07, -0.219217
5.68706e-07, -0.218639
5.68463e-07, -0.218233
5.68221e-07, -0.217944
5.67978e-07, -0.217682
5.67736e-07, -0.217341
5.67495e-07, -0.216834
5.67253e-07, -0.216121
5.67012e-07, -0.215214
5.66771e-07, -0.214185
5.6653e-07, -0.213137
5.66289e-07, -0.212178
5.66048e-07, -0.211389
5.65808e-07, -0.210799
5.65568e-07, -0.210373
5.65328e-07, -0.210025
5.65088e-07, -0.209638
5.64849e-07, -0.2091
5.6461e-07, -0.208338
5.6437e-07, -0.207338
5.64132e-07, -0.206151
5.63893e-07, -0.204883
5.63654e-07, -0.203658
5.63416e-07, -0.202587
5.63178e-07, -0.201733
5.6294e-07, -0.201089
5.62702e-07, -0.200582
5.62465e-07, -0.200089
5.62228e-07, -0.199473
5.6199e-07, -0.198625
5.61754e-07, -0.197493
5.61517e-07, -0.196102
5.6128e-07, -0.194547
5.61044e-07, -0.192966
5.60808e-07, -0.191501
5.60572e-07, -0.190255
5.60336e-07, -0.18926
5.60101e-07, -0.188464
5.59866e-07, -0.187747
5.5963e-07, -0.186949
5.59396e-07, -0.185921
5.59161e-07, -0.184563
5.58926e-07, -0.182861
5.58692e-07, -0.180887
5.58458e-07, -0.178785
5.58224e-07, -0.176725
5.5799e-07, -0.174856
5.57757e-07, -0.17326
5.57523e-07, -0.171921
5.5729e-07, -0.17073
5.57057e-07, -0.169511
5.56825e-07, -0.168068
5.56592e-07, -0.166244
5.5636e-07, -0.163968
5.56127e-07, -0.161273
5.55895e-07, -0.158294
5.55664e-07, -0.155225
5.55432e-07, -0.152263
5.55201e-07, -0.149545
5.54969e-07, -0.147108
5.54738e-07, -0.144862
5.54508e-07, -0.14262
5.54277e-07, -0.140141
5.54047e-07, -0.137203
5.53816e-07, -0.133664
5.53586e-07, -0.129513
5.53356e-07, -0.124869
5.53127e-07, -0.119951
5.52897e-07, -0.11501
5.52668e-07, -0.110249
5.52439e-07, -0.105757
5.5221e-07, -0.101481
5.51981e-07, -0.0972508
5.51753e-07, -0.0928604
5.51524e-07, -0.0881883
5.51296e-07, -0.0833311
5.51068e-07, -0.07871
5.5084e-07, -0.0751159
5.50613e-07, -0.0736678
5.50385e-07, -0.075678
5.50158e-07, -0.0824402
5.49931e-07, -0.094977
5.49704e-07, -0.113796
5.49478e-07, -0.138711
5.49251e-07, -0.168765
5.49025e-07, -0.202286
5.48799e-07, -0.237076
5.48573e-07, -0.270686
5.48347e-07, -0.300758
5.48122e-07, -0.325341
5.47896e-07, -0.343147
5.47671e-07, -0.353682
5.47446e-07, -0.357252
5.47221e-07, -0.354835
5.46997e-07, -0.347855
5.46772e-07, -0.337913
5.46548e-07, -0.326522
5.46324e-07, -0.314907
5.461e-07, -0.303883
5.45877e-07, -0.293847
5.45653e-07, -0.284848
5.4543e-07, -0.276713
5.45207e-07, -0.269202
5.44984e-07, -0.26213
5.44761e-07, -0.255446
5.44538e-07, -0.249251
5.44316e-07, -0.24375
5.44094e-07, -0.239183
5.43872e-07, -0.235727
5.4365e-07, -0.233429
5.43428e-07, -0.232174
5.43207e-07, -0.231694
5.42985e-07, -0.231627
5.42764e-07, -0.23159
5.42543e-07, -0.231269
5.42322e-07, -0.230475
5.42102e-07, -0.229175
5.41881e-07, -0.227476
5.41661e-07, -0.225584
5.41441e-07, -0.223728
5.41221e-07, -0.222098
5.41001e-07, -0.220789
5.40782e-07, -0.219782
5.40562e-07, -0.218956
5.40343e-07, -0.218126
5.40124e-07, -0.217104
5.39905e-07, -0.215751
5.39687e-07, -0.214016
5.39468e-07, -0.211948
5.3925e-07, -0.209682
5.39032e-07, -0.207397
5.38814e-07, -0.20527
5.38596e-07, -0.203424
5.38379e-07, -0.201897
5.38161e-07, -0.200639
5.37944e-07, -0.199526
5.37727e-07, -0.198395
5.3751e-07, -0.197093
5.37293e-07, -0.195518
5.37077e-07, -0.193642
5.3686e-07, -0.19152
5.36644e-07, -0.189268
5.36428e-07, -0.187031
5.36212e-07, -0.184944
5.35997e-07, -0.183092
5.35781e-07, -0.181492
5.35566e-07, -0.180088
5.35351e-07, -0.178768
5.35136e-07, -0.177399
5.34921e-07, -0.175858
5.34706e-07, -0.174069
5.34492e-07, -0.172019
5.34278e-07, -0.169761
5.34064e-07, -0.167396
5.3385e-07, -0.165047
5.33636e-07, -0.162819
5.33422e-07, -0.160779
5.33209e-07, -0.158932
5.32996e-07, -0.157224
5.32783e-07, -0.155556
5.3257e-07, -0.15381
5.32357e-07, -0.151883
5.32144e-07, -0.149709
5.31932e-07, -0.147281
5.3172e-07, -0.144645
5.31508e-07, -0.141893
5.31296e-07, -0.139132
5.31084e-07, -0.136458
5.30872e-07, -0.133929
5.30661e-07, -0.13155
5.3045e-07, -0.12927
5.30239e-07, -0.126997
5.30028e-07, -0.124617
5.29817e-07, -0.12203
5.29607e-07, -0.119167
5.29396e-07, -0.116016
5.29186e-07, -0.112618
5.28976e-07, -0.109062
5.28766e-07, -0.105457
5.28556e-07, -0.101908
5.28347e-07, -0.0984842
5.28137e-07, -0.0952019
5.27928e-07, -0.0920186
5.27719e-07, -0.088842
5.2751e-07, -0.0855534
5.27302e-07, -0.0820383
5.27093e-07, -0.0782173
5.26885e-07, -0.0740699
5.26676e-07, -0.0696435
5.26468e-07, -0.0650452
5.2626e-07, -0.0604186
5.26053e-07, -0.0559084
5.25845e-07, -0.0516245
5.25638e-07, -0.0476121
5.2543e-07, -0.0438385
5.25223e-07, -0.0402001
5.25016e-07, -0.0365516
5.2481e-07, -0.0327507
5.24603e-07, -0.0287088
5.24397e-07, -0.0244377
5.2419e-07, -0.0200772
5.23984e-07, -0.0158968
5.23778e-07, -0.0122675
5.23573e-07, -0.00960628
5.23367e-07, -0.00830283
5.23161e-07, -0.00864354
5.22956e-07, -0.0107476
5.22751e-07, -0.0145301
5.22546e-07, -0.0197015
5.22341e-07, -0.0258048
5.22137e-07, -0.0322852
5.21932e-07, -0.038578
5.21728e-07, -0.0441987
5.21524e-07, -0.0488169
5.2132e-07, -0.0522986
5.21116e-07, -0.0547108
5.20912e-07, -0.0562866
5.20709e-07, -0.0573613
5.20505e-07, -0.0582928
5.20302e-07, -0.0593853
5.20099e-07, -0.0608308
5.19896e-07, -0.0626814
5.19693e-07, -0.0648564
5.19491e-07, -0.0671783
5.19288e-07, -0.0694293
5.19086e-07, -0.0714122
5.18884e-07, -0.0730007
5.18682e-07, -0.0741675
5.1848e-07, -0.0749859
5.18278e-07, -0.0756035
5.18077e-07, -0.0762001
5.17876e-07, -0.0769382
5.17674e-07, -0.0779217
5.17473e-07, -0.079172
5.17273e-07, -0.0806273
5.17072e-07, -0.0821639
5.16871e-07, -0.0836334
5.16671e-07, -0.084904
5.16471e-07, -0.0858967
5.16271e-07, -0.0866041
5.16071e-07, -0.08709
5.15871e-07, -0.0874698
5.15671e-07, -0.0878765
5.15472e-07, -0.0884244
5.15273e-07, -0.0891781
5.15073e-07, -0.0901374
5.14874e-07, -0.0912391
5.14676e-07, -0.0923773
5.14477e-07, -0.093434
5.14278e-07, -0.0943123
5.1408e-07, -0.0949627
5.13882e-07, -0.0953958
5.13684e-07, -0.0956771
5.13486e-07, -0.0959081
5.13288e-07, -0.0961964
5.1309e-07, -0.0966265
5.12893e-07, -0.0972362
5.12696e-07, -0.0980081
5.12498e-07, -0.0988759
5.12301e-07, -0.099744
5.12105e-07, -0.100515
5.11908e-07, -0.101119
5.11711e-07, -0.101528
5.11515e-07, -0.101768
5.11319e-07, -0.101908
5.11122e-07, -0.102038
5.10927e-07, -0.102247
5.10731e-07, -0.102597
5.10535e-07, -0.103102
5.1034e-07, -0.103733
5.10144e-07, -0.104421
5.09949e-07, -0.105079
5.09754e-07, -0.105629
5.09559e-07, -0.106021
5.09364e-07, -0.106248
5.0917e-07, -0.106346
5.08975e-07, -0.106386
5.08781e-07, -0.106449
5.08587e-07, -0.106605
5.08393e-07, -0.106895
5.08199e-07, -0.107318
5.08005e-07, -0.107832
5.07812e-07, -0.108369
5.07618e-07, -0.108854
5.07425e-07, -0.109223
5.07232e-07, -0.109447
5.07039e-07, -0.109534
5.06846e-07, -0.10953
5.06653e-07, -0.109502
