

lambda(m), Y
1.5e-06, -0.928644
1.44175e-06, -0.932987
1.38785e-06, -0.935046
1.33784e-06, -0.934771
1.2913e-06, -0.931722
1.2479e-06, -0.925015
1.20732e-06, -0.913125
1.16929e-06, -0.893461
1.13359e-06, -0.861509
1.1e-06, -0.809316
1.06835e-06, -0.723329
1.03846e-06, -0.58415
1.0102e-06, -0.38042
9.83444e-07, -0.154992
9.58065e-07, -0.0176356
9.33962e-07, -0.00828816
